BHK,Location,Total sqft,price_sqft,price,Bhk
3 BHK Apartment,Khar,1500,"38,333",5.75 Cr,3
3 BHK Apartment,Bandra West,1300,"53,846",7 Cr,3
3 BHK Apartment,Bandra West,1600,"34,375",5.5 Cr,3
3 BHK Apartment,Bandra West,1250,"37,200",4.65 Cr,3
3 BHK Apartment,Bandra West,1500,"43,333",6.5 Cr,3
3 BHK Apartment,Bandra West,1400,"38,571",5.4 Cr,3
2 BHK Apartment,Lower Parel,1473,"27,834",4.1 Cr,2
3 BHK Apartment,Prabhadevi,1850,"39,189",7.25 Cr,3
3 BHK Apartment,Prabhadevi,1897,"35,582",6.75 Cr,3
2 BHK Apartment,Chembur,1092,"16,483",1.8 Cr,2
1 BHK Apartment,Byculla,660,"24,242",1.6 Cr,1
1 BHK Apartment,Mazgaon,660,"22,727",1.5 Cr,1
2 BHK Apartment,Lower Parel,1473,"27,087",3.99 Cr,2
1 BHK Apartment,Mazgaon,550,"26,363",1.45 Cr,1
2 BHK Apartment,Mazagaon,1277,"35,238",4.5 Cr,2
3 BHK Apartment,Seawoods,1300,"22,307",2.9 Cr,3
3 BHK Apartment,Seawoods,1200,"21,666",2.6 Cr,3
3 BHK Apartment,Seawoods,1500,"20,666",3.1 Cr,3
2 BHK Apartment,Seawoods,1050,"20,000",2.1 Cr,2
2 BHK Apartment,Kharghar,1555,"11,446",1.78 Cr,2
1 BHK Apartment,Koper Khairane,600,"9,333",56 L,1
2 BHK Apartment,Ghansoli,1200,"15,833",1.9 Cr,2
1 BHK Apartment,Ghansoli,650,"12,769",83 L,1
2 BHK Apartment,Koper Khairane,1000,"10,500",1.05 Cr,2
1 BHK Apartment,Koper Khairane,650,"10,461",68 L,1
2 BHK Apartment,Dahisar Navi mumbai,1200,"2,916",35 L,2
1 BHK Apartment,Kandivali East,400,"14,500",58 L,1
2 BHK Apartment,Mulund East,810,"24,320",1.97 Cr,2
3 BHK Apartment,Mulund East,1146,"24,083",2.76 Cr,3
3 BHK Apartment,Mulund East,977,"24,053",2.35 Cr,3
2 BHK Apartment,Mulund East,750,"23,600",1.77 Cr,2
1 BHK Apartment,Bhandup West,465,"20,860",97 L,1
2 BHK Apartment,Bhandup West,630,"20,634",1.3 Cr,2
1 BHK Apartment,Naigaon East,621,"6,763",42 L,1
2 BHK Apartment,Naigaon East,1040,"5,000",52 L,2
1 BHK Apartment,Naigaon East,621,"6,763",42 L,1
1 BHK Apartment,Naigaon East,621,"6,602",41 L,1
1 BHK Apartment,Naigaon East,620,"6,451",40 L,1
2 BHK Apartment,Naigaon East,1030,"5,339",55 L,2
2 BHK Apartment,Naigaon East,1025,"5,268",54 L,2
2 BHK Apartment,Naigaon East,1020,"5,196",53 L,2
1 BHK Apartment,Naigaon East,655,"5,877",38.5 L,1
1 BHK Apartment,Naigaon East,655,"5,801",38 L,1
1 BHK Apartment,Naigaon East,625,"6,000",37.5 L,1
1 BHK Apartment,Naigaon East,650,"5,615",36.5 L,1
1 BHK Apartment,Mazgaon,524,"25,763",1.35 Cr,1
1 BHK Apartment,Bhayandar East,750,"11,466",86 L,1
1 BHK Apartment,Bhayandar East,750,"10,400",78 L,1
3 BHK Apartment,Mira Road East,1550,"9,290",1.44 Cr,3
3 BHK Apartment,Mira Road East,1550,"8,967",1.39 Cr,3
3 BHK Apartment,Mira Road East,1550,"8,838",1.37 Cr,3
3 BHK Apartment,Mira Road East,1550,"8,709",1.35 Cr,3
2 BHK Apartment,Mira Road East,990,"11,515",1.14 Cr,2
2 BHK Apartment,Mira Road East,990,"11,111",1.1 Cr,2
2 BHK Apartment,Mira Road East,990,"10,101",1 Cr,2
1 BHK Apartment,Mira Road East,715,"10,209",73 L,1
1 BHK Apartment,Mira Road East,715,"9,790",70 L,1
3 BHK Apartment,Mira Road East,1450,"11,724",1.7 Cr,3
3 BHK Apartment,Mira Road East,1450,"11,379",1.65 Cr,3
3 BHK Apartment,Mira Road East,1450,"11,034",1.6 Cr,3
2 BHK Apartment,Mira Road East,1024,"12,207",1.25 Cr,2
2 BHK Apartment,Kandivali East,940,"10,212",96 L,2
3 BHK Apartment,Bandra Kurla Complex,1175,"37,021",4.35 Cr,3
3 BHK Apartment,Bandra Kurla Complex,971,"36,972",3.59 Cr,3
3 BHK Apartment,Bandra Kurla Complex,1027,"37,000",3.8 Cr,3
2 BHK Apartment,Bandra Kurla Complex,861,"37,049",3.19 Cr,2
2 BHK Apartment,Bandra Kurla Complex,795,"36,981",2.94 Cr,2
3 BHK Apartment,Bandra Kurla Complex,1034,"36,943",3.82 Cr,3
2 BHK Apartment,Bandra Kurla Complex,965,"36,994",3.57 Cr,2
2 BHK Apartment,Bandra Kurla Complex,854,"37,002",3.16 Cr,2
2 BHK Apartment,Bandra Kurla Complex,853,"37,045",3.16 Cr,2
3 BHK Apartment,Bandra Kurla Complex,1145,"36,943",4.23 Cr,3
3 BHK Apartment,Bandra Kurla Complex,986,"37,018",3.65 Cr,3
2 BHK Apartment,Bandra Kurla Complex,857,"36,989",3.17 Cr,2
2 BHK Apartment,Bandra Kurla Complex,845,"36,923",3.12 Cr,2
1 BHK Apartment,Bhandup West,324,"18,827",61 L,1
1 BHK Apartment,Bhandup West,313,"21,725",68 L,1
1 BHK Apartment,Bhandup West,302,"21,854",66 L,1
1 BHK Apartment,Bhandup West,311,"21,864",68 L,1
1 BHK Apartment,Panvel,650,"3,538",23 L,1
1 BHK Apartment,Airoli,550,"11,909",65.5 L,1
2 BHK Apartment,Airoli,950,"18,105",1.72 Cr,2
2 BHK Apartment,Airoli,950,"17,789",1.69 Cr,2
2 BHK Apartment,Airoli,850,"10,823",92 L,2
1 BHK Apartment,Naigaon East,527,"5,201",27.41 L,1
1 BHK Apartment,Naigaon East,512,"5,410",27.7 L,1
1 BHK Apartment,Naigaon East,525,"5,287",27.76 L,1
1 BHK Apartment,Naigaon East,519,"5,366",27.85 L,1
1 BHK Apartment,Naigaon East,503,"5,437",27.35 L,1
1 BHK Apartment,Naigaon East,686,"5,721",39.25 L,1
1 BHK Apartment,Naigaon East,695,"5,723",39.78 L,1
1 BHK Apartment,Naigaon East,696,"5,739",39.95 L,1
1 BHK Apartment,Naigaon East,678,"5,678",38.5 L,1
1 BHK Apartment,Naigaon East,692,"5,673",39.26 L,1
1 BHK Apartment,Naigaon East,673,"5,794",39 L,1
1 BHK Apartment,Naigaon East,679,"5,758",39.1 L,1
3 BHK Apartment,Thane West,1425,"22,105",3.15 Cr,3
1 BHK Apartment,Naigaon East,673,"5,794",39 L,1
1 BHK Apartment,Naigaon East,679,"5,758",39.1 L,1
3 BHK Apartment,Thane West,1425,"22,105",3.15 Cr,3
2 BHK Apartment,Kandivali East,1050,"22,380",2.35 Cr,2
2 BHK Apartment,Kandivali East,1050,"22,095",2.32 Cr,2
3 BHK Apartment,Thane West,1425,"22,456",3.2 Cr,3
3 BHK Apartment,Kandivali East,1425,"22,280",3.17 Cr,3
2 BHK Apartment,Naigaon East,1000,"4,992",49.92 L,2
2 BHK Apartment,Naigaon East,954,"5,069",48.36 L,2
3 BHK Apartment,Kandivali East,1425,"22,456",3.2 Cr,3
2 BHK Apartment,Kandivali East,930,"18,279",1.7 Cr,2
3 BHK Apartment,Kandivali East,1425,"22,807",3.25 Cr,3
1 BHK Apartment,Naigaon East,677,"4,911",33.25 L,1
1 BHK Apartment,Kandivali East,650,"17,692",1.15 Cr,1
1 BHK Apartment,Naigaon East,678,"4,943",33.52 L,1
1 BHK Apartment,Naigaon East,685,"4,817",33 L,1
1 BHK Apartment,Kandivali East,600,"15,500",93 L,1
1 BHK Apartment,Kandivali East,600,"15,583",93.5 L,1
3 BHK Apartment,Kandivali East,1425,"21,754",3.1 Cr,3
2 BHK Apartment,Kandivali East,930,"18,817",1.75 Cr,2
2 BHK Apartment,Kandivali East,930,"19,354",1.8 Cr,2
1 BHK Apartment,Naigaon East,719,"5,253",37.77 L,1
2 BHK Apartment,Kandivali East,1050,"21,904",2.3 Cr,2
3 BHK Apartment,Kandivali East,1300,"18,384",2.39 Cr,3
2 BHK Apartment,Kandivali East,930,"19,892",1.85 Cr,2
1 BHK Apartment,Kandivali East,600,"15,416",92.5 L,1
2 BHK Apartment,Kandivali East,930,"17,956",1.67 Cr,2
3 BHK Apartment,Kandivali East,1300,"18,615",2.42 Cr,3
3 BHK Apartment,Kandivali East,1300,"19,230",2.5 Cr,3
2 BHK Apartment,Naigaon East,948,"5,117",48.51 L,2
2 BHK Apartment,Kandivali East,930,"18,172",1.69 Cr,2
2 BHK Apartment,Kandivali East,930,"18,387",1.71 Cr,2
2 BHK Apartment,Kandivali East,930,"18,602",1.73 Cr,2
1 BHK Apartment,Kandivali East,600,"15,333",92 L,1
1 BHK Apartment,Kandivali East,650,"16,923",1.1 Cr,1
1 BHK Apartment,Kandivali East,650,"10,923",71 L,1
2 BHK Apartment,Kandivali East,787,"13,786",1.08 Cr,2
2 BHK Apartment,Kandivali East,787,"13,722",1.08 Cr,2
2 BHK Apartment,Kandivali East,787,"13,468",1.06 Cr,2
2 BHK Apartment,Kandivali East,787,"13,722",1.08 Cr,2
2 BHK Apartment,Kandivali East,940,"9,840",92.5 L,2
2 BHK Apartment,Kandivali East,787,"13,595",1.07 Cr,2
2 BHK Apartment,Kandivali East,940,"9,574",90 L,2
1 BHK Apartment,Vasai,679,"5,169",35.1 L,1
1 BHK Apartment,Vasai,718,"4,901",35.19 L,1
1 BHK Apartment,Vasai,709,"5,088",36.08 L,1
1 BHK Apartment,Vasai,718,"5,029",36.11 L,1
1 BHK Apartment,Vasai,700,"5,121",35.85 L,1
1 BHK Apartment,Kandivali East,650,"12,307",80 L,1
2 BHK Apartment,Kandivali East,768,"16,666",1.28 Cr,2
2 BHK Apartment,Kandivali East,768,"16,406",1.26 Cr,2
3 BHK Apartment,Naigaon East,1245,"5,373",66.9 L,3
1 BHK Apartment,Kandivali East,650,"19,230",1.25 Cr,1
1 BHK Apartment,Vasai,717,"5,333",38.24 L,1
2 BHK Apartment,Kandivali East,850,"16,117",1.37 Cr,2
1 BHK Apartment,Vasai,735,"4,897",36 L,1
1 BHK Apartment,Kandivali East,650,"12,153",79 L,1
1 BHK Apartment,Vasai,728,"4,957",36.09 L,1
1 BHK Apartment,Vasai,730,"4,946",36.11 L,1
1 BHK Apartment,Vasai,719,"5,218",37.52 L,1
1 BHK Apartment,Vasai,705,"5,327",37.56 L,1
1 BHK Apartment,Vasai,709,"5,306",37.62 L,1
1 BHK Apartment,Naigaon East,700,"4,747",33.23 L,1
2 BHK Apartment,Naigaon East,1010,"4,902",49.52 L,2
2 BHK Apartment,Naigaon East,1015,"4,822",48.95 L,2
2 BHK Apartment,Naigaon East,1018,"4,889",49.78 L,2
2 BHK Apartment,Kandivali East,700,"15,285",1.07 Cr,2
3 BHK Apartment,Naigaon East,1285,"5,378",69.11 L,3
3 BHK Apartment,Kandivali East,1003,"16,949",1.7 Cr,3
1 BHK Apartment,Vasai,717,"4,885",35.03 L,1
3 BHK Apartment,Kandivali East,1003,"17,148",1.72 Cr,3
3 BHK Apartment,Kandivali East,1003,"17,248",1.73 Cr,3
1 BHK Apartment,Vasai,711,"5,308",37.74 L,1
1 BHK Apartment,Vasai,705,"5,359",37.78 L,1
2 BHK Apartment,Thane West,1180,"10,000",1.18 Cr,2
1 BHK Apartment,Vasai,719,"5,262",37.84 L,1
2 BHK Apartment,Thane West,1175,"10,042",1.18 Cr,2
1 BHK Apartment,Vasai,735,"5,171",38.01 L,1
2 BHK Apartment,Thane West,1190,"10,252",1.22 Cr,2
3 BHK Apartment,Thane West,1765,"11,274",1.99 Cr,3
1 BHK Apartment,Vasai,728,"4,809",35.01 L,1
1 BHK Apartment,Vasai,711,"4,925",35.02 L,1
1 BHK Apartment,Naigaon East,534,"6,205",33.14 L,1
1 BHK Apartment,Vasai,713,"4,917",35.06 L,1
1 BHK Apartment,Naigaon East,535,"6,211",33.23 L,1
1 BHK Apartment,Naigaon East,546,"6,040",32.98 L,1
2 BHK Apartment,Vasai,1078,"4,835",52.13 L,2
2 BHK Apartment,Vasai,1075,"4,847",52.11 L,2
2 BHK Apartment,Vasai,1031,"5,062",52.19 L,2
1 BHK Apartment,Vasai,789,"4,513",35.61 L,1
1 BHK Apartment,Thane West,775,"9,419",73 L,1
2 BHK Apartment,Vasai,1085,"4,783",51.9 L,2
3 BHK Apartment,Thane West,1474,"11,872",1.75 Cr,3
1 BHK Apartment,Thane West,778,"9,447",73.5 L,1
2 BHK Apartment,Thane West,1205,"10,041",1.21 Cr,2
1 BHK Apartment,Bhiwandi,585,"3,500",20.47 L,1
2 BHK Apartment,Airoli,950,"11,578",1.1 Cr,2
3 BHK Apartment,Nahur East,1244,"22,990",2.85 Cr,3
2 BHK Apartment,Nahur East,884,"22,738",2.01 Cr,2
3 BHK Apartment,Nahur East,1086,"22,192",2.41 Cr,3
2 BHK Apartment,Nahur East,828,"21,739",1.79 Cr,2
3 BHK Apartment,Mulund West,1015,"23,152",2.35 Cr,3
2 BHK Apartment,Bhandup West,623,"20,545",1.28 Cr,2
1 BHK Apartment,Bhandup West,481,"20,374",98 L,1
1 BHK Apartment,Kalyan West,690,"5,724",39.5 L,1
2 BHK Apartment,Kalyan West,960,"5,416",52 L,2
2 BHK Apartment,Kalyan West,999,"9,209",92 L,2
1 BHK Apartment,Kalyan West,705,"6,382",45 L,1
2 BHK Apartment,Kalyan West,1000,"7,000",70 L,2
1 BHK Apartment,Kalyan West,640,"7,500",48 L,1
1 BHK Apartment,Kalyan West,650,"5,384",35 L,1
1 BHK Apartment,Airoli,550,"13,636",75 L,1
1 BHK Apartment,Jogeshwari West,518,"18,725",97 L,1
2 BHK Apartment,Kamothe,900,"6,666",60 L,2
1 BHK Apartment,Karjat,650,"3,538",23 L,1
1 BHK Apartment,Airoli,1050,"21,904",2.3 Cr,1
2 BHK Apartment,Byculla,1230,"22,357",2.75 Cr,2
2 BHK Apartment,Mazgaon,898,"27,839",2.5 Cr,2
2 BHK Apartment,Jogeshwari West,1130,"15,929",1.8 Cr,2
1 BHK Apartment,Byculla,750,"18,000",1.35 Cr,1
3 BHK Apartment,Prabhadevi,1897,"35,582",6.75 Cr,3
3 BHK Apartment,Napeansea Road,1720,"40,697",7 Cr,3
2 BHK Apartment,Mazgaon,1059,"25,967",2.75 Cr,2
2 BHK Apartment,Agripada,1200,"33,333",4 Cr,2
1 BHK Apartment,Kalyan West,690,"5,724",39.5 L,1
1 BHK Apartment,Kamothe,375,"10,133",38 L,1
2 BHK Apartment,Kalyan East,540,"8,427",45.5 L,2
1 BHK Apartment,Kalyan East,363,"8,556",30.97 L,1
1 BHK Apartment,Kalyan East,407,"7,895",32.05 L,1
1 BHK Apartment,Kalyan East,394,"7,995",31.5 L,1
1 BHK Apartment,Kalyan East,387,"8,088",31.3 L,1
1 BHK Apartment,Karjat,610,"3,278",20 L,1
2 BHK Apartment,Airoli,950,"11,578",1.1 Cr,2
1 BHK Apartment,Koper Khairane,600,"10,833",65 L,1
1 BHK Apartment,Byculla,710,"24,647",1.75 Cr,1
2 BHK Apartment,Kalyan West,1000,"6,500",65 L,2
1 BHK Apartment,Jogeshwari West,530,"18,867",1 Cr,1
2 BHK Apartment,Jogeshwari West,950,"21,052",2 Cr,2
1 BHK Apartment,Jogeshwari West,525,"17,142",90 L,1
1 BHK Apartment,Virar,500,"7,000",35 L,1
1 BHK Apartment,Naigaon East,500,"5,300",26.5 L,1
1 BHK Apartment,Naigaon East,540,"5,551",29.98 L,1
1 BHK Apartment,Naigaon East,585,"5,982",35 L,1
1 BHK Apartment,Naigaon East,500,"5,200",26 L,1
1 BHK Apartment,Naigaon East,500,"5,200",26 L,1
1 BHK Apartment,Naigaon East,500,"5,200",26 L,1
1 BHK Apartment,Naigaon East,600,"4,750",28.5 L,1
1 BHK Apartment,Naigaon East,540,"5,555",29.99 L,1
1 BHK Apartment,Naigaon East,560,"5,357",30 L,1
2 BHK Apartment,Naigaon East,1000,"5,300",53 L,2
1 BHK Apartment,Naigaon East,560,"5,535",31 L,1
1 BHK Apartment,Bhiwandi,410,"4,100",16.81 L,1
2 BHK Apartment,Ghansoli,1000,"15,500",1.55 Cr,2
1 BHK Apartment,Rabale,650,"9,230",60 L,1
1 BHK Apartment,Rabale,300,"5,666",17 L,1
1 BHK Apartment,Rabale,250,"6,000",15 L,1
1 BHK Apartment,Bhiwandi,395,"3,500",13.82 L,1
1 BHK Apartment,Bhiwandi,585,"3,499",20.47 L,1
1 BHK Apartment,Ghansoli,650,"16,615",1.08 Cr,1
3 BHK Apartment,Jogeshwari West,1203,"29,093",3.5 Cr,3
1 BHK Apartment,Bhiwandi,385,"4,100",15.78 L,1
1 BHK Apartment,Kalyan West,750,"6,933",52 L,1
1 BHK Apartment,Airoli,550,"14,000",77 L,1
1 BHK Apartment,Panvel,650,"7,384",48 L,1
3 BHK Apartment,Vichumbe,2000,"6,000",1.2 Cr,3
1 BHK Apartment,Bhiwandi,550,"4,100",22.55 L,1
2 BHK Apartment,Ville Parle East,760,"33,000",2.5 Cr,2
1 BHK Apartment,Bhiwandi,375,"4,098",15.37 L,1
1 BHK Apartment,Bhiwandi,545,"4,099",22.34 L,1
1 BHK Apartment,Bhiwandi,530,"4,100",21.73 L,1
1 BHK Apartment,Bhiwandi,365,"4,100",14.96 L,1
1 BHK Apartment,Vashi,600,"16,666",1 Cr,1
2 BHK Apartment,Dahisar,950,"15,052",1.43 Cr,2
2 BHK Apartment,Thane West,1000,"14,000",1.4 Cr,2
3 BHK Apartment,Thane West,1265,"12,648",1.6 Cr,3
1 BHK Apartment,Badlapur East,634,"3,627",23 L,1
1 BHK Apartment,Jogeshwari West,550,"19,636",1.08 Cr,1
2 BHK Apartment,Bhiwandi,650,"3,500",22.75 L,2
1 BHK Apartment,Bhiwandi,560,"4,100",22.96 L,1
1 BHK Apartment,Bhiwandi,560,"4,100",22.96 L,1
1 BHK Apartment,Bhiwandi,410,"4,100",16.81 L,1
1 BHK Apartment,Bhiwandi,385,"4,098",15.78 L,1
2 BHK Apartment,Airoli,1050,"16,190",1.7 Cr,2
2 BHK Apartment,Kalyan West,990,"5,959",59 L,2
3 BHK Apartment,Nilje Gaon,1037,"6,460",67 L,3
1 BHK Apartment,Dombivali,700,"6,414",44.9 L,1
1 BHK Apartment,Dombivli (West),622,"7,215",44.88 L,1
1 BHK Apartment,Dombivali,632,"6,949",43.92 L,1
1 BHK Apartment,Bhiwandi,375,"4,098",15.37 L,1
1 BHK Apartment,Naigaon East,600,"4,666",28 L,1
1 BHK Apartment,Bhiwandi,390,"4,100",15.99 L,1
1 BHK Apartment,Mira Road East,396,"13,919",55.12 L,1
2 BHK Apartment,Mira Road East,608,"13,832",84.1 L,2
2 BHK Apartment,Mira Road East,598,"14,030",83.9 L,2
1 BHK Apartment,Mira Road East,424,"13,820",58.6 L,1
1 BHK Apartment,Mira Road East,415,"13,850",57.48 L,1
2 BHK Apartment,Mira Road East,579,"14,447",83.65 L,2
2 BHK Apartment,Jogeshwari West,750,"20,000",1.5 Cr,2
2 BHK Apartment,Jogeshwari West,1000,"16,000",1.6 Cr,2
2 BHK Apartment,Jogeshwari West,650,"21,076",1.37 Cr,2
1 BHK Apartment,Bhiwandi,785,"4,099",32.18 L,1
1 BHK Apartment,Vichumbe,590,"5,423",32 L,1
1 BHK Apartment,Vichumbe,640,"5,468",35 L,1
4 BHK Apartment,Panvel,2100,"13,095",2.75 Cr,4
1 BHK Apartment,Kalyan West,750,"6,400",48 L,1
3 BHK Apartment,Andheri West,947,"36,012",3.41 Cr,3
2 BHK Apartment,Andheri West,659,"36,003",2.37 Cr,2
2 BHK Apartment,Andheri West,708,"36,037",2.54 Cr,2
3 BHK Apartment,Kalyan West,1465,"6,825",1 Cr,3
2 BHK Apartment,Kalyan West,870,"5,747",50 L,2
3 BHK Apartment,Kalyan West,1465,"6,825",1 Cr,3
2 BHK Apartment,Kalyan West,1150,"7,652",88 L,2
3 BHK Apartment,Kalyan West,1500,"7,333",1.1 Cr,3
3 BHK Apartment,Kalyan West,1205,"7,883",95 L,3
2 BHK Apartment,Jogeshwari West,900,"22,222",2 Cr,2
1 BHK Apartment,Jogeshwari West,600,"16,666",1 Cr,1
1 BHK Apartment,Naigaon East,500,"4,800",24 L,1
1 BHK Apartment,Naigaon East,500,"6,000",30 L,1
2 BHK Apartment,Naigaon East,630,"5,476",34.5 L,2
1 BHK Apartment,Naigaon East,500,"4,400",22 L,1
1 BHK Apartment,Naigaon East,540,"4,444",23.99 L,1
1 BHK Apartment,Dahisar East,590,"15,254",90 L,1
1 BHK Apartment,Naigaon East,630,"4,285",27 L,1
1 BHK Apartment,Naigaon East,500,"4,800",24 L,1
2 BHK Apartment,Titwala,755,"5,629",42.5 L,2
1 BHK Apartment,Titwala,483,"5,900",28.5 L,1
2 BHK Apartment,Titwala,715,"5,244",37.5 L,2
2 BHK Apartment,Mira Road East,900,"9,444",85 L,2
2 BHK Apartment,Kanjurmarg,571,"24,518",1.4 Cr,2
1 BHK Apartment,Kanjurmarg,401,"21,197",85 L,1
3 BHK Apartment,Kanjurmarg,759,"23,978",1.82 Cr,3
1 BHK Apartment,Kalyan West,660,"6,287",41.5 L,1
2 BHK Apartment,Santacruz West,1100,"7,136",78.5 L,2
3 BHK Apartment,Kalyan West,1475,"7,796",1.15 Cr,3
1 BHK Apartment,Airoli,555,"13,513",75 L,1
3 BHK Apartment,Koper Khairane,1540,"16,753",2.58 Cr,3
3 BHK Apartment,Koper Khairane,1550,"16,451",2.55 Cr,3
3 BHK Apartment,Koper Khairane,1350,"13,185",1.78 Cr,3
3 BHK Apartment,Koper Khairane,1350,"13,259",1.79 Cr,3
1 BHK Apartment,Bhiwandi,365,"4,098",14.96 L,1
1 BHK Apartment,Naigaon East,600,"5,831",34.99 L,1
1 BHK Apartment,Kalyan West,750,"7,333",55 L,1
1 BHK Apartment,Kalyan West,680,"8,529",58 L,1
2 BHK Apartment,Kalyan West,999,"9,109",91 L,2
3 BHK Apartment,Kalyan West,1256,"7,961",1 Cr,3
2 BHK Apartment,Kalyan West,1750,"5,428",95 L,2
2 BHK Apartment,Kalyan West,950,"6,315",60 L,2
1 BHK Apartment,Bhiwandi,530,"4,100",21.73 L,1
2 BHK Apartment,Bhandup West,916,"11,026",1.01 Cr,2
1 BHK Apartment,Bhandup West,916,"10,917",1 Cr,1
1 BHK Apartment,Bhandup West,629,"11,446",72 L,1
1 BHK Apartment,Bhandup West,629,"11,287",71 L,1
2 BHK Apartment,Bhandup West,916,"10,807",99 L,2
1 BHK Apartment,Bhandup West,629,"11,446",72 L,1
2 BHK Apartment,Bhandup West,916,"10,917",1 Cr,2
2 BHK Apartment,Bhandup West,916,"10,807",99 L,2
1 BHK Apartment,Bhandup West,629,"11,287",71 L,1
2 BHK Apartment,Bhandup West,916,"11,026",1.01 Cr,2
1 BHK Apartment,Bhandup West,629,"11,923",75 L,1
2 BHK Apartment,Bhandup West,916,"11,135",1.02 Cr,2
2 BHK Apartment,Bhandup West,916,"10,917",1 Cr,2
1 BHK Apartment,Bhandup West,600,"11,500",69 L,1
2 BHK Apartment,Taloje,750,"1,866",14 L,2
2 BHK Apartment,Dombivali,676,"7,100",48 L,2
1 BHK Apartment,Nala Sopara,585,"4,717",27.6 L,1
1 BHK Apartment,Nala Sopara,585,"4,615",27 L,1
1 BHK Apartment,Nala Sopara,585,"4,735",27.7 L,1
1 BHK Apartment,Nala Sopara,630,"4,984",31.4 L,1
1 BHK Apartment,Nala Sopara,600,"4,766",28.6 L,1
1 BHK Apartment,Nala Sopara,550,"4,181",23 L,1
1 BHK Apartment,Nala Sopara,550,"4,363",24 L,1
1 BHK Apartment,Nala Sopara,585,"4,752",27.8 L,1
1 BHK Apartment,Naigaon East,600,"5,166",31 L,1
1 BHK Apartment,Naigaon East,550,"4,727",26 L,1
2 BHK Apartment,Kalyan West,860,"6,395",55 L,2
2 BHK Apartment,Koper Khairane,1050,"15,714",1.65 Cr,2
1 BHK Apartment,Jogeshwari West,550,"22,727",1.25 Cr,1
1 BHK Apartment,Jogeshwari West,500,"23,400",1.17 Cr,1
3 BHK Apartment,Jogeshwari West,1200,"19,416",2.33 Cr,3
2 BHK Apartment,Jogeshwari West,800,"20,000",1.6 Cr,2
1 BHK Apartment,Jogeshwari West,530,"22,641",1.2 Cr,1
1 BHK Apartment,Jogeshwari West,600,"21,000",1.26 Cr,1
2 BHK Apartment,Jogeshwari West,750,"19,466",1.46 Cr,2
1 BHK Apartment,Palghar,512,"4,515",23.07 L,1
1 BHK Apartment,Palghar,512,"4,515",23.07 L,1
1 BHK Apartment,Dombivali East,420,"7,142",30 L,1
1 BHK Apartment,Bhiwandi,420,"7,023",29.5 L,1
1 BHK Apartment,Bhiwandi,515,"6,990",36 L,1
2 BHK Apartment,Kalyan West,690,"7,971",55 L,2
2 BHK Apartment,Dombivali,912,"6,359",58 L,2
1 BHK Apartment,Dombivali,671,"6,408",43 L,1
1 BHK Apartment,Thakurli,645,"6,976",45 L,1
2 BHK Apartment,Kalyan West,690,"7,971",55 L,2
1 BHK Apartment,Kalyan West,690,"6,521",45 L,1
1 BHK Apartment,Bhiwandi,420,"7,023",29.5 L,1
1 BHK Apartment,Bhiwandi,515,"6,990",36 L,1
3 BHK Apartment,Thakurli,1068,"7,958",85 L,3
2 BHK Apartment,Thakurli,840,"8,095",68 L,2
1 BHK Apartment,Thakurli,645,"7,751",50 L,1
2 BHK Apartment,Thakurli,925,"8,108",75 L,2
1 BHK Apartment,Thakurli,660,"7,575",50 L,1
1 BHK Apartment,Dombivali East,520,"5,288",27.5 L,1
1 BHK Apartment,Dombivali,605,"7,272",44 L,1
1 BHK Apartment,Dombivali,685,"8,467",58 L,1
2 BHK Apartment,Usarghar Gaon,748,"6,149",46 L,2
3 BHK Apartment,Nilje Gaon,1037,"6,268",65 L,3
2 BHK Apartment,Bhiwandi,670,"4,100",27.47 L,2
2 BHK Apartment,Kasheli,730,"4,041",29.5 L,2
2 BHK Apartment,Dombivali,677,"7,385",50 L,2
2 BHK Apartment,Thane West,1000,"8,500",85 L,2
2 BHK Apartment,Thane West,1000,"14,800",1.48 Cr,2
3 BHK Apartment,Thane West,1500,"15,333",2.3 Cr,3
1 BHK Apartment,Dombivali,500,"8,200",41 L,1
2 BHK Apartment,Dombivali,864,"5,787",50 L,2
2 BHK Apartment,Dombivali,747,"5,354",40 L,2
3 BHK Apartment,Dombivali,1500,"7,866",1.18 Cr,3
2 BHK Apartment,Dombivali,1360,"6,617",90 L,2
3 BHK Apartment,Dombivali,1098,"5,737",63 L,3
1 BHK Apartment,Dombivali,585,"5,641",33 L,1
3 BHK Apartment,Dombivali,1098,"6,466",71 L,3
2 BHK Apartment,Dombivali,909,"5,500",50 L,2
2 BHK Apartment,Dombivali,864,"6,712",58 L,2
2 BHK Apartment,Dombivali,864,"6,018",52 L,2
1 BHK Apartment,Kurla,383,"22,432",85.69 L,1
1 BHK Apartment,Kurla,454,"22,416",1.01 Cr,1
2 BHK Apartment,Kurla,629,"22,421",1.4 Cr,2
2 BHK Apartment,Kurla,458,"22,405",1.02 Cr,2
2 BHK Apartment,Kalyan West,1000,"7,200",72 L,2
3 BHK Apartment,Airoli,1500,"18,666",2.8 Cr,3
2 BHK Apartment,Koper Khairane,1110,"10,090",1.12 Cr,2
2 BHK Apartment,Koper Khairane,1125,"11,555",1.3 Cr,2
1 BHK Apartment,Vikhroli,630,"14,126",89 L,1
1 BHK Apartment,Thane West,669,"12,556",84 L,1
1 BHK Apartment,Koper Khairane,650,"8,923",58 L,1
2 BHK Apartment,Dombivali,700,"8,000",56 L,2
2 BHK Apartment,Koper Khairane,1000,"9,500",95 L,2
